Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths
208253,National authorities,29.647562,91.073396,Asia,China,Xizang Zizhiqu,Bayi Market,Exact,31/12/2014,02/11/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,1,,,,,,,
208252,National authorities,29.657618,91.135096,Asia,China,Xizang Zizhiqu,Meteorological Bureau Agricultural Products Market,Exact,31/12/2014,02/11/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,1,,,,,,,
208251,National authorities,29.647039,91.14479,Asia,China,Xizang Zizhiqu,Hebalin Market,Exact,31/12/2014,02/11/2015,Confirmed,Influenza - Avian,"H5N2 HPAI, H5N1 HPAI","domestic, duck, domestic, chicken",,3,,,,,,,
208172,National authorities,31.37,118.3925,Asia,China,Anhui Sheng,Wuhu,Exact,31/12/2014,02/11/2015,Confirmed,Influenza - Avian,"H5N8 HPAI, H5N1 HPAI, H5N6 HPAI","domestic, duck, domestic, duck, domestic, goose",,2,,,,,,,
208127,National authorities,31.262838,120.621602,Asia,China,Jiangsu Sheng,Xinlong  Market,Exact,31/12/2014,02/11/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,1,,,,,,,
208119,National authorities,33.006906,118.493708,Asia,China,Jiangsu Sheng,Moutain city market,Exact,31/12/2014,02/11/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,1,,,,,,,
205830,National authorities,37.01,99.43,Asia,China,Qinghai Sheng,"Qinghai county township, Hai Hainan prefecture",Exact,09/07/2015,17/07/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"wild, great black-headed gull",,2361,2361,0,0,,,,
205056,National authorities,31.47,92.05,Asia,China,Xizang Zizhiqu,"Gá lóng cuò bird Island and lake district, Amdo County",Unknown,11/05/2015,29/05/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"wild, bar-headed goose, wild, brown-headed gull, wild, unspecified bird",,415,415,,,,,,
205055,National authorities,43.29,112.52,Asia,China,Nei Mongol Zizhiqu,"Shuangheer wetland, Kezuohouqi",Unknown,11/05/2015,29/05/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"wild, grebe",,,300,0,,,,,
205044,OIE,25.83,107.53,Asia,China,Guizhou Sheng,"Farm, Dushan, Qiannan state",Unknown,09/06/2015,19/06/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",12554,4615,3800,8754,,,,,
205043,OIE,31.72,119.93,Asia,China,Jiangsu Sheng,"Wujin, Changzhou",Unknown,07/06/2015,19/06/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",2349,2149,1858,491,,,,,
201802,National authorities,25.049525,101.527748,Asia,China,Yunnan Sheng,Chuxiong,Unknown,23/03/2015,03/04/2015,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
201593,National authorities,24.903876,102.826538,Asia,China,Yunnan Sheng,Kunming,Unknown,13/03/2015,25/03/2015,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
201558,National authorities,24.903876,102.826538,Asia,China,Yunnan Sheng,Kunming,Unknown,13/03/2015,23/03/2015,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
201376,National authorities,30.881012,105.393219,Asia,China,Sichuan Sheng,"Shehong County, Suining City",Unknown,01/03/2015,13/03/2015,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
200536,National authorities,29.3411819,90.766468,Asia,China,Xizang Zizhiqu,Lhasa City,Centroid Admin2,31/12/2014,26/02/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken",,,,,,,,,
200313,National authorities,22.83,108.26,Asia,China,Guangxi Zhuangzu Zizhiqu,Guangxzi Province Nanning City zoo,Unknown,05/02/2015,12/02/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"captive, tiger",8,2,2,,,,,,
199326,National authorities,31.299675,120.585938,Asia,China,Jiangsu Sheng,Suzhou,Unknown,14/01/2015,28/01/2015,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
198875,OIE,34.46,111.11,Asia,China,Henan Sheng,"Yellow River Wetland, Sanmenxia ",Unknown,14/01/2015,16/01/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"wild, pochard, wild, swan, wild, greater scaup",,93,93,,,,,,
198681,OIE,29.12,115.46,Asia,China,Jiangxi Sheng,"Farm, Jiangyi, Gongqingcheng",Unknown,05/01/2015,09/01/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",20483,2371,2371,18112,,,,,
194203,OIE,25.04,102.79,Asia,China,Yunnan Sheng,"Qinglong village live bird market, Kunming",Unknown,12/09/2014,24/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,1,0,0,,,,,
194202,OIE,26.25,105.92,Asia,China,Guizhou Sheng,"West Street Market, Anshun",Unknown,12/09/2014,24/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,1,0,0,,,,,
194201,OIE,31.72,119.93,Asia,China,Jiangsu Sheng,"Luoyang agriculture trade market, Changzhou",Unknown,12/09/2014,24/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, unspecified bird",,2,0,0,,,,,
194200,OIE,22.08,106.83,Asia,China,Guangxi Zhuangzu Zizhiqu,"Yinxing agriculture trade market, Chongzuo",Unknown,12/09/2014,24/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,1,0,0,,,,,
194199,OIE,21.62,108.05,Asia,China,Guangxi Zhuangzu Zizhiqu,"Guomao Market, Fangchenggang",Unknown,12/09/2014,24/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,1,0,0,,,,,
194198,OIE,29.64,91.07,Asia,China,Xizang Zizhiqu,"Bayi market, Lasa",Unknown,12/09/2014,24/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,1,0,0,,,,,
194197,OIE,32.1,118.76,Asia,China,Jiangsu Sheng,"Taixing market, Dali",Unknown,12/09/2014,24/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,1,0,0,,,,,
194196,OIE,23.36,113.2,Asia,China,Guangdong Sheng,"Jixing live bird market, Huadu District, Guangzhou",Unknown,12/09/2014,24/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,1,0,0,,,,,
194195,OIE,36.6,101.77,Asia,China,Qinghai Sheng,"Mojia street agriculture trade market, Xining",Unknown,12/09/2014,24/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,1,0,0,,,,,
194194,OIE,22.26,113.52,Asia,China,Guangdong Sheng,"Heping sanniao wholesale market, Zhuhai",Unknown,12/09/2014,24/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, goose",,1,0,0,,,,,
194193,OIE,28.85,112.38,Asia,China,Hunan Sheng,"Xiangbei market, Yiyang",Unknown,12/09/2014,24/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,1,0,0,,,,,
194192,OIE,23.14,106.31,Asia,China,Guangxi Zhuangzu Zizhiqu,"Agriculture trade market, Jingxi, Baise",Unknown,12/09/2014,24/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,1,0,0,,,,,
194191,OIE,26.25,105.94,Asia,China,Guizhou Sheng,"Dongfang market, Anshun",Unknown,12/09/2014,24/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,1,0,0,,,,,
194190,OIE,24.14,112.94,Asia,China,Guangdong Sheng,"Shima live bird market, changsha",Unknown,12/09/2014,24/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,1,0,0,,,,,
194189,OIE,28.19,113.01,Asia,China,Hunan Sheng,"Yangjiashan livebird market, Changsha",Unknown,12/09/2014,24/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken",,2,0,0,,,,,
194188,OIE,21.62,108.06,Asia,China,Guangxi Zhuangzu Zizhiqu,"Zhupai village, Dongxing, Fangchenggang",Unknown,12/09/2014,24/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,1,0,0,,,,,
183399,National authorities,41.727768,86.174011,Asia,China,Xinjiang Uygur Zizhiqu,Korla,Centroid Admin1,31/12/2013,18/02/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, goose",,2,,,,,,,
183398,National authorities,26.646768,106.622658,Asia,China,Guizhou Sheng,Guiyang,Centroid Admin1,31/12/2013,18/02/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken",,4,,,,,,,
183397,National authorities,27.726691,106.926498,Asia,China,Guizhou Sheng,Zunyi,Centroid Admin1,31/12/2013,18/02/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, pigeon",,2,,,,,,,
183396,National authorities,29.503561,106.512451,Asia,China,Chongqing Shi,Jiulongpo District,Centroid Admin1,31/12/2013,18/02/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,1,,,,,,,
183395,National authorities,22.091366,106.76445,Asia,China,Guangxi Zhuangzu Zizhiqu,Pingxiang,Centroid Admin1,31/12/2013,18/02/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, goose",,2,,,,,,,
183394,National authorities,21.686941,108.353262,Asia,China,Guangxi Zhuangzu Zizhiqu,Fangchenggang,Centroid Admin1,31/12/2013,18/02/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken",,3,,,,,,,
183393,National authorities,22.543873,114.059801,Asia,China,Guangdong Sheng,Shenzhen,Centroid Admin1,31/12/2013,18/02/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, goose",,3,,,,,,,
183392,National authorities,23.12931,113.26458,Asia,China,Guangdong Sheng,Guangzhou,Centroid Admin1,31/12/2013,18/02/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,1,,,,,,,
183391,National authorities,24.812291,113.598976,Asia,China,Guangdong Sheng,Shaoguan,Centroid Admin1,31/12/2013,18/02/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, goose",,2,,,,,,,
183390,National authorities,28.2306,112.938766,Asia,China,Hunan Sheng,Changsha City,Centroid Admin1,31/12/2013,18/02/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken",,3,,,,,,,
183389,National authorities,29.031557,111.699028,Asia,China,Hunan Sheng,Changde City-Hanson County,Centroid Admin1,31/12/2013,18/02/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,1,,,,,,,
183388,National authorities,28.673419,112.883148,Asia,China,Hunan Sheng,City-Xiangyin County,Centroid Admin1,31/12/2013,18/02/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,1,,,,,,,
183387,National authorities,30.594183,114.299698,Asia,China,Hubei Sheng,Wuhan,Centroid Admin1,31/12/2013,18/02/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,1,,,,,,,
183386,National authorities,28.685769,115.85701,Asia,China,Jiangxi Sheng,Nanchang County,Centroid Admin1,31/12/2013,18/02/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,3,,,,,,,
183385,National authorities,25.0,118.090668,Asia,China,Fujian Sheng,Fujian Sheng,Centroid Admin1,31/12/2013,18/02/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, domestic, duck",,2,,,,,,,
183384,National authorities,26.078371,119.294357,Asia,China,Fujian Sheng,Fuzhou,Unknown,31/12/2013,18/02/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, domestic, duck",,2,,,,,,,
183383,National authorities,31.735175,116.521683,Asia,China,Anhui Sheng,Lu'an City,Unknown,31/12/2013,18/02/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,1,,,,,,,
183382,National authorities,32.274361,119.185181,Asia,China,Jiangsu Sheng,Yizheng,Unknown,31/12/2013,18/02/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,1,,,,,,,
183251,OIE,24.13,102.8,Asia,China,Yunnan Sheng,"Junction of three villages, Tonghai, Yuxi",Unknown,02/03/2014,07/03/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",533000,29600,29600,503400,,,,,
183102,National authorities,27.398189,111.349472,Asia,China,Hunan Sheng,Hunan Sheng,Centroid Admin1,,07/03/2014,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
182925,OIE,26.84,105.83,Asia,China,Guizhou Sheng,"Zhailong village, Anshun",Unknown,13/02/2014,18/02/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",324268,3629,976,323292,,,,,
182793,National authorities,24.318942,109.451981,Asia,China,Guangxi Zhuangzu Zizhiqu,"Yufeng District, Liuzhou City",Unknown,27/01/2014,01/02/2014,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
182211,OIE,29.72,115.03,Asia,China,Hubei Sheng,"Wanjia Village, Paishi, Huangshi,",Unknown,07/01/2014,13/01/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",50000,6700,3200,46800,,,,,
182127,OIE,25.57,107.73,Asia,China,Guizhou Sheng,"Yijue Village, Libo, Qiannan",Unknown,27/12/2013,02/01/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",31567,9300,8500,23067,,,,,
181802,National authorities,25.284438,110.291061,Asia,China,Guangxi Zhuangzu Zizhiqu,"Wenbo poultry market, Guilin City",Unknown,,25/11/2013,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,1,,,,,,,
181801,National authorities,28.23302,112.9422,Asia,China,Hunan Sheng,"Yáng jiā Shān jiā Poultry Wholesale Market, Changsha City",Unknown,,25/11/2013,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,4,,,,,,,
181800,National authorities,28.23302,112.9422,Asia,China,Hunan Sheng,"Shima poultry wholesale market, Yuhua District, Changsha City",Unknown,,25/11/2013,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,1,,,,,,,
181799,National authorities,29.720259,106.630554,Asia,China,Chongqing Shi,"Sanya Bay Fish Market, Yubei District,",Unknown,,25/11/2013,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, domestic, duck",,4,,,,,,,
181798,National authorities,29.502964,106.510735,Asia,China,Chongqing Shi,"Yángjiāpíng farmers’ market, Jiulongpo District",Unknown,,25/11/2013,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, domestic, duck",,11,,,,,,,
181797,National authorities,30.195244,107.864762,Asia,China,Chongqing Shi,"Bishan County, Xiàngyáng farmers’ market",Centroid Admin1,,25/11/2013,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, domestic, duck",,6,,,,,,,
175967,WHO,40.266901,116.593838,Asia,China,Beijing Shi,Beijing Shi,Centroid Admin1,25/11/2003,08/08/2006,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
175965,WHO,25.920724,117.920212,Asia,China,Fujian Sheng,Fujian Sheng,Centroid Admin1,10/01/2006,09/02/2006,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
175963,WHO,27.398189,111.349472,Asia,China,Hunan Sheng,Hunan Sheng,Centroid Admin1,24/12/2005,10/01/2006,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
175962,WHO,41.095066,122.38624,Asia,China,Liaoning Sheng,Liaoning Sheng,Centroid Admin1,30/10/2005,09/12/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
175792,OIE,29.12,94.22,Asia,China,Xizang Zizhiqu,Qionglin village,Unknown,13/05/2013,13/05/2013,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",407,35,35,372,0,,,,
174702,National authorities,26.937353,106.635116,Asia,China,Guizhou Sheng,South western city of Guiyang,Centroid Admin1,03/02/2013,10/02/2013,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
174616,National authorities,26.937353,106.635116,Asia,China,Guizhou Sheng,South western city of Guiyang,Centroid Admin1,02/02/2013,10/02/2013,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
173026,WHO,22.8333,108.233,Asia,China,Guangxi Zhuangzu Zizhiqu,"Xixiangtang District, Nanning city",Exact,12/02/2008,12/02/2008,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
173025,WHO,41.19944,85.30199,Asia,China,Xinjiang Uygur Zizhiqu,Xinjiang Uygur Zizhiqu,Centroid Admin1,19/06/2006,19/06/2006,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
173024,WHO,22.55653,113.9859,Asia,China,Guangdong Sheng,Shenzhen City,Centroid Locality,03/06/2006,09/06/2006,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
173023,WHO,30.61258,102.7238,Asia,China,Sichuan Sheng,Sichuan,Centroid Admin1,16/04/2006,16/04/2006,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
173022,WHO,30.72619,114.38946,Asia,China,Hubei Sheng,Wuhan city,Centroid Locality,01/04/2006,01/04/2006,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
173021,WHO,31.19047,121.41822,Asia,China,Shanghai Shi,Shanghai ,Centroid Admin1,15/03/2006,15/03/2006,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
173020,WHO,23.34962,113.40937,Asia,China,Guangdong Sheng,Guangdong,Centroid Admin1,22/02/2006,22/02/2006,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
173019,WHO,32.041826,117.169105,Asia,China,Anhui Sheng,Anhui,Centroid Admin1,11/02/2006,11/02/2006,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
173018,WHO,29.19315,120.0694,Asia,China,Zhejiang Sheng,Zhejiang,Centroid Admin1,10/02/2006,10/02/2006,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
173017,WHO,27.398189,111.349472,Asia,China,Hunan Sheng,Hunan,Centroid Admin1,27/01/2006,27/01/2006,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
173016,WHO,30.6597,104.0633,Asia,China,Sichuan Sheng,Chengdu city,Centroid Locality,12/01/2006,12/01/2006,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
173015,WHO,30.61258,102.7238,Asia,China,Sichuan Sheng,Sichuan,Centroid Admin1,03/01/2006,10/01/2006,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
173014,National authorities,31.195476,121.358757,Asia,China,Shanghai Shi,Shanghai's zoo,Exact,15/07/2005,15/07/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"captive, tiger",,1,1,,,,,,
173013,WHO,26.08049,117.98191,Asia,China,Fujian Sheng,Fujian,Centroid Admin1,06/12/2005,08/12/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
173012,WHO,27.303952,115.482428,Asia,China,Jiangxi Sheng,Jiangxi,Centroid Admin1,04/12/2005,16/12/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
173011,WHO,23.84178,108.78607,Asia,China,Guangxi Zhuangzu Zizhiqu,Guangxi,Centroid Admin1,23/11/2005,07/12/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
172773,OIE,21.04,110.49,Asia,China,Guangdong Sheng,Dongjian,Unknown,11/09/2012,18/09/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",73800,14050,6300,67500,0,,,,
172125,OIE,25.0435,121.1326,Asia,Taiwan (Province of China),Taiwan Sheng,Luchu Township,Unknown,07/07/2012,17/07/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",38,37,0,38,0,,,,
172060,OIE,43.79,87.62,Asia,China,Xinjiang Uygur Zizhiqu,Xinjiang Production and Construction Corps,Unknown,02/07/2012,02/07/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",156439,5500,1600,154839,0,,,,
171396,OIE,37.04,104.16,Asia,China,Gansu Sheng,Dongguan village,Unknown,01/06/2012,06/06/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",18460,6200,260,18200,0,,,,
171392,FAO Field Officer,23.133334,113.266667,Asia,China,Guangdong Sheng,Guangzhou,Centroid Locality,23/05/2012,04/06/2012,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
170588,OIE,38.92,121.64,Asia,China,Liaoning Sheng,Zhongshan District,Unknown,18/04/2012,24/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",282,5,5,277,0,,,,
170418,OIE,36.23,106.18,Asia,China,Ningxia Huizu Zizhiqu,Yanglang village,Unknown,13/04/2012,18/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",95000,23880,10468,84532,0,,,,
169914,OIE,24.35,102.54,Asia,China,Yunnan Sheng,HongTa District,Unknown,27/03/2012,31/03/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",35018,2,0,35018,0,,,,
166845,National authorities,26.937353,106.635116,Asia,China,Guizhou Sheng,Guiyan City,Centroid Admin1,06/01/2012,22/01/2012,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
166452,National authorities,22.543092,114.05785,Asia,China,Guangdong Sheng,Shenzhen,Centroid Locality,21/12/2011,05/01/2012,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
166194,OIE,29.57,91.03,Asia,China,Xizang Zizhiqu,Sangda,Unknown,02/12/2011,12/12/2011,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",1865,290,290,1575,0,,,,
159081,National authorities,32.041826,117.169105,Asia,China,Anhui Sheng,Anhui Sheng,Centroid Admin1,10/12/2006,10/01/2007,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,0
159074,National authorities,25.920724,117.920212,Asia,China,Fujian Sheng,Fujian Sheng,Centroid Admin1,18/02/2007,01/03/2007,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,0
159008,National authorities,27.398189,111.349472,Asia,China,Hunan Sheng,Hunan Sheng,Centroid Admin1,23/01/2008,20/02/2008,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
155079,National authorities,33.188515,88.8832642,Asia,China,Xizang Zizhiqu,Shuanghu,Centroid Locality,15/05/2010,09/06/2010,Confirmed,Influenza - Avian,H5N1 HPAI,"wild, chough, wild, goose, wild, gull, wild, wigeon",,170,170,,,,,,
155076,WHO,30.4,114.8333333,Asia,China,Hubei Sheng,Ezhou City,Centroid Locality,23/05/2010,08/06/2010,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
154340,National authorities,37.330017,100.131908,Asia,China,Qinghai Sheng,Gangcha Xian,Exact,23/04/2006,30/04/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"wild, bar-headed goose",,1,1,,,,,,
149337,National authorities,22.696213,104.388926,Asia,China,Yunnan Sheng,Pa Vay Su,Centroid Admin3,02/02/2005,02/02/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,27,27,,,,,
132590,OIE,36.6,99.16,Asia,China,Qinghai Sheng,Gengahai Lake,Unknown,27/05/2009,04/06/2009,Confirmed,Influenza - Avian,H5N1 HPAI,"wild, unspecified bird, wild, bar-headed goose, wild, great crested grebe, wild, brown-headed gull",,162,162,,,,,,
132543,Other,36.2810308,100.6135479,Asia,China,Qinghai Sheng,Genggahu Lake,Exact,08/05/2009,17/05/2009,Confirmed,Influenza - Avian,H5N1 HPAI,"wild, bar-headed goose, wild, great crested grebe, wild, brown-headed gull",,121,121,,,,,,
132149,National authorities,37.11,79.36,Asia,China,Xinjiang Uygur Zizhiqu,Cheng'guan (Tibet),Unknown,12/04/2009,19/04/2009,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3179,1500,1500,1679,,,,,
130383,OIE,37.11,79.36,Asia,China,Xinjiang Uygur Zizhiqu,Zhawa,Unknown,01/02/2009,10/02/2009,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",13737,1330,519,13218,,,,,
130351,WHO,27.7905157,110.6322126,Asia,China,Hunan Sheng,Xupu Xian,Unknown,23/01/2009,02/02/2009,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
130301,National authorities,22.71032,110.35217,Asia,China,Guangxi Zhuangzu Zizhiqu,Beiliu City,Unknown,19/01/2009,27/01/2009,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
130300,National authorities,26.54349,106.7611,Asia,China,Guizhou Sheng,Guiyang city,Unknown,15/01/2009,27/01/2009,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
130299,National authorities,43.78266,87.58651,Asia,China,Xinjiang Uygur Zizhiqu,Urumqi,Unknown,10/01/2009,27/01/2009,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
130267,WHO,27.55583,109.99763,Asia,China,Hunan Sheng,Huaihua city,Unknown,08/01/2009,24/01/2009,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
130266,WHO,37.75,111.4166667,Asia,China,Shanxi Sheng,Luliang Shan,Unknown,07/01/2009,19/01/2009,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
130265,WHO,36.6833333,116.9833333,Asia,China,Shandong Sheng,Jinan,Unknown,05/01/2009,19/01/2009,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
129884,National authorities,40.2225304,116.4210815,Asia,China,Beijing Shi,Beijing Shi,Unknown,24/12/2008,07/01/2009,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
129841,National authorities,32.84,120.31,Asia,China,Jiangsu Sheng,"Xubei, Xunan",Unknown,09/12/2008,16/12/2008,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",160800,,,160800,,,,,
129840,National authorities,32.57,120.45,Asia,China,Jiangsu Sheng,"Lingdong, Xinghe, Xihu",Unknown,09/12/2008,16/12/2008,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",216198,,,216198,,,,,
128117,National authorities,22.491,112.858,Asia,China,Guangdong Sheng,Xinhui,Exact,13/06/2008,17/06/2008,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,,3873,,17127,,,,
127975,WHO,22.783,115.35,Asia,China,Guangdong Sheng,Shanwei,Unknown,16/02/2008,26/02/2008,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
127643,OIE,30.3,96.51,Asia,China,Xizang Zizhiqu,Zhuba,Unknown,28/03/2008,07/04/2008,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2318,268,268,2050,,,,,
127517,National authorities,23.1155556,113.2383333,Asia,China,Guangdong Sheng,Liwan Qu,Unknown,13/03/2008,14/03/2008,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",662,144,144,518,,,,,
